date locale	heure locale	t	hr	psta	rf1e
date loc	heure	C	0-100	hPa	kJ/m2/h
28/03/2015	15	-3.0	39.0	996.024	2746.0
28/03/2015	16	-2.0	40.0	996.022	2331.0
28/03/2015	17	-3.0	43.0	996.02	1752.0
28/03/2015	18	-3.0	43.0	996.018	1062.0
28/03/2015	19	-4.0	46.0	996.017	340.0
28/03/2015	20	-4.0	46.0	996.015	170
28/03/2015	21	-5.0	54.0	997.014	0
28/03/2015	22	-5.0	49.0	997.013	0
28/03/2015	23	-5.0	45.0	998.012	0
29/03/2015	00	-5.0	42.0	998.011	0
29/03/2015	01	-6.0	45.0	998.01	0
29/03/2015	02	-6.0	42.0	998.01	0
29/03/2015	03	-6.0	45.0	998.009	0
29/03/2015	04	-8.0	57.0	998.008	0
29/03/2015	05	-9.0	62.0	998.008	0
29/03/2015	06	-10.0	62.0	999.007	0
29/03/2015	07	-10.0	67.0	999.006	10.0
29/03/2015	08	-9.0	62.0	999.006	410.0
29/03/2015	09	-6.0	53.0	999.005	1098.0
29/03/2015	10	-5.0	54.0	999.005	1785.0
29/03/2015	11	-3.0	46.0	998.005	2361.0
29/03/2015	12	-1.0	43.0	997.004	2725.0
29/03/2015	13	0.5	43.0	995.004	2811.0
29/03/2015	14	2.0	41.0	994.004	2817.0
29/03/2015	15	3.0	38.0	993.003	2468.0
29/03/2015	16	3.0	32.0	992.003	2038.0
29/03/2015	17	3.0	35.0	992.003	1509.0
29/03/2015	18	3.0	41.0	991.002	870.0
29/03/2015	19	2.0	41.0	990.002	290.0
29/03/2015	20	1	47.0	990.002	10.0
29/03/2015	21	0	47.0	990.002	0
29/03/2015	22	-1.0	51.0	990.002	0
29/03/2015	23	-0.333333	55.0	989.002	0
30/03/2015	00	0.333333	51.0	989.001	0
30/03/2015	01	1.0	44.0	988.001	0
30/03/2015	02	1.0	47.0	988.001	0
30/03/2015	03	1.0	51.0	987.001	0
30/03/2015	04	3.0	48.0	986.001	0
30/03/2015	05	3.0	52.0	985.001	0
30/03/2015	06	1.0	55.0	985.001	0
30/03/2015	07	1.0	64.0	984.001	20
30/03/2015	08	0	74.0	983.001	40.0
30/03/2015	09	-1.0	86.0	983.501	210.0
30/03/2015	10	1.0	75.0	982.5	240.0
30/03/2015	11	1.5	86.0	981.5	380.0
30/03/2015	12	2.0	87.0	980.5	210.0
30/03/2015	13	3.0	81.0	979.5	320.0
30/03/2015	14	3.0	81.0	979.5	390.0
30/03/2015	15	4.0	75.0	979	1296.0
30/03/2015	16	3.0	87.0	979	840.0
30/03/2015	17	3.0	87.0	978.5	1344.0
30/03/2015	18	4.0	75.0	978.5	680.0
30/03/2015	19	2.0	87.0	978.5	190.0
30/03/2015	20	2.0	87.0	979	10.0
30/03/2015	21	2.0	80.0	980	0
30/03/2015	22	2.0	80.0	980	0
30/03/2015	23	1.0	80.0	980	0
31/03/2015	00	1.0	69.0	980	0
31/03/2015	01	1	69.0	980	0
31/03/2015	02	0	64.0	980	0
31/03/2015	03	-1.0	64.0	981.083	0
31/03/2015	04	-1.0	59.0	982.16	0
31/03/2015	05	-2.0	64.0	983.23	0
31/03/2015	06	-3.0	59.0	984.294	0
31/03/2015	07	-4.0	54.0	986.353	10.0
31/03/2015	08	-5.0	49.0	986.407	440.0
31/03/2015	09	-5.0	49.0	985.956	1149.0
31/03/2015	10	-4.0	46.0	986.001	1840.0
31/03/2015	11	-3.0	43.0	986.043	2399.0
31/03/2015	12	-2.0	40.0	986.081	2799.0
31/03/2015	13	-1.0	34.0	986.116	3005.0
31/03/2015	14	0	34.0	985.648	2992.0
31/03/2015	15	1.0	29.0	985.927	2765.0
31/03/2015	16	2.0	27.0	986.204	2344.0
31/03/2015	17	2.0	27.0	986.729	1761.0
31/03/2015	18	2.0	32.0	987.751	1037.0
31/03/2015	19	1.0	37.0	988.272	410.0
31/03/2015	20	-1.0	43.0	988.885	10.0
31/03/2015	21	-1.0	40.0	989.496	0
31/03/2015	22	-2.0	43.0	990.106	0
31/03/2015	23	-2.0	43.0	990.714	0
01/04/2015	00	-3.0	43.0	991.321	0
01/04/2015	01	-3.0	43.0	991.927	0
01/04/2015	02	-4.0	46.0	991.927	0
01/04/2015	03	-5.0	49.0	992.057	0
01/04/2015	04	-5.0	42.0	992.051	0
01/04/2015	05	-6.0	45.0	991.921	0
01/04/2015	06	-6.0	45.0	991.677	0
01/04/2015	07	-6.0	42.0	991.328	20.0
01/04/2015	08	-5.0	42.0	990.884	460.0
01/04/2015	09	-4.0	36.0	990.351	1162.0
01/04/2015	10	-4.0	36.0	989.738	1829.0
01/04/2015	11	-3.0	33.0	989.051	2414.0
01/04/2015	12	-1.0	31.0	989.796	2802.0
01/04/2015	13	-1.0	31.0	990.48	2980.0
01/04/2015	14	0	34.0	991.106	2995.0
01/04/2015	15	1.0	32.0	991.68	2770.0
01/04/2015	16	1.0	32.0	991.206	2354.0
01/04/2015	17	2.0	32.0	991.689	1779.0
01/04/2015	18	2.0	30.0	992.131	1097.0
01/04/2015	19	1.0	37.0	993.537	370.0
01/04/2015	20	0	43.0	993.908	10.0
01/04/2015	21	-1.0	51.0	994.249	0
01/04/2015	22	-1.0	51.0	994.562	0
01/04/2015	23	-2.0	59.0	994.848	0
02/04/2015	00	-2.0	54.0	995.11	0
02/04/2015	01	-1.0	47.0	996.351	0
02/04/2015	02	-2.0	54.0	996.351	0
02/04/2015	03	-2.0	54.0	997.488	0
02/04/2015	04	-2.0	54.0	997.614	0
02/04/2015	05	-2.0	59.0	997.73	0
02/04/2015	06	-2.0	54.0	997.835	0
02/04/2015	07	-1.0	47.0	998.932	10.0
02/04/2015	08	-1.0	51.0	998.021	100.0
02/04/2015	09	-1.0	59.0	998.103	280.0
02/04/2015	10	0	59.0	997.178	200.0
02/04/2015	11	1.0	51.0	996.246	450.0
02/04/2015	12	2.0	51.0	995.309	1272.0
02/04/2015	13	3.0	52.0	994.366	1776.0
02/04/2015	14	6.0	45.0	992.419	2593.0
02/04/2015	15	8.0	43.0	991.468	2644.0
02/04/2015	16	9.0	43.0	990.512	2261.0
02/04/2015	17	10.0	40.0	989.553	1723.0
02/04/2015	18	10.0	43.0	988.59	720.0
02/04/2015	19	10.0	46.0	987.624	150.0
02/04/2015	20	5.0	75.0	987.655	75
02/04/2015	21	4.0	81.0	986.684	0
02/04/2015	22	3.0	87.0	984.71	0
02/04/2015	23	4.0	87.0	983.734	0
03/04/2015	00	3.0	100.0	981.757	0
03/04/2015	01	6.0	93.0	980.777	0
03/04/2015	02	8.0	93.0	980.777	0
03/04/2015	03	8.0	93.0	980.712	0
03/04/2015	04	7.0	93.0	981.653	0
03/04/2015	05	6.0	93.0	981.599	0
03/04/2015	06	6.0	93.0	981.549	0
03/04/2015	07	5.0	100.0	982.503	10.0
03/04/2015	08	7.0	87.0	983.461	200.0
03/04/2015	09	7.0	81.0	983.423	520.0
03/04/2015	10	8.0	81.0	982.388	1501.0
03/04/2015	11	9.0	81.0	983.355	2295.0
03/04/2015	12	10.0	71.0	983.326	2747.0
03/04/2015	13	10.0	71.0	983.299	2905.0
03/04/2015	14	13.0	54.0	984.274	2871.0
03/04/2015	15	12.0	54.0	984.251	2652.0
03/04/2015	16	13.0	51.0	986.23	1702.0
03/04/2015	17	12.0	54.0	987.211	1075.0
03/04/2015	18	12.0	54.0	988.193	850.0
03/04/2015	19	10.0	58.0	988.177	370.0
03/04/2015	20	10.0	54.0	990.162	185
03/04/2015	21	12.0	44.0	991.149	0
03/04/2015	22	10.0	62.0	992.136	0
03/04/2015	23	8.0	81.0	992.125	0
04/04/2015	00	7.0	87.0	992.115	0
04/04/2015	01	6.0	93.0	991.105	0
04/04/2015	02	5.0	93.0	991.105	0
04/04/2015	03	2.0	93.0	990.096	0
04/04/2015	04	1	100.0	990.088	0
04/04/2015	05	0	93.0	991.081	0
04/04/2015	06	-1.0	93.0	991.074	0
04/04/2015	07	-2.0	86.0	991.068	10.0
04/04/2015	08	-3.0	93.0	992.062	140.0
04/04/2015	09	-4.0	86.0	992.057	390.0
04/04/2015	10	-5.0	86.0	991.052	710.0
04/04/2015	11	-3.0	74.0	991.048	1630.0
04/04/2015	12	-2.0	59.0	991.044	2895.0
04/04/2015	13	-1.0	64.0	991.04	3097.0
04/04/2015	14	0	51.0	991.037	2745.0
04/04/2015	15	1.0	44.0	991.034	2774.0
04/04/2015	16	1.0	40.0	991.031	2420.0
04/04/2015	17	1.0	40.0	991.028	1855.0
04/04/2015	18	1.0	35.0	992.026	1168.0
04/04/2015	19	1.0	29.0	992.024	430.0
04/04/2015	20	0	34.0	993.022	10.0
04/04/2015	21	-1.0	37.0	994.02	0
04/04/2015	22	-2.0	46.0	995.018	0
04/04/2015	23	-2.0	43.0	995.017	0
05/04/2015	00	-2.0	54.0	994.016	0
05/04/2015	01	-2.0	64.0	994.014	0
05/04/2015	02	-3.0	63.0	994.014	0
05/04/2015	03	-3.0	59.0	993.013	0
05/04/2015	04	-3.0	59.0	992.012	0
05/04/2015	05	-2.0	59.0	993.011	0
05/04/2015	06	-2.0	59.0	994.01	0
05/04/2015	07	-3.0	63.0	995.009	30.0
05/04/2015	08	-3.0	59.0	996.008	520.0
05/04/2015	09	-3.0	50.0	997.008	1152.0
05/04/2015	10	-3.0	46.0	997.007	1993.0
05/04/2015	11	-2.0	46.0	998.006	2140.0
05/04/2015	12	-2.0	50.0	998.006	2549.0
05/04/2015	13	-1.0	47.0	998.005	3051.0
05/04/2015	14	-1	40.0	998.005	3159.0
05/04/2015	15	-0.727733	37.0	998.005	2814.0
05/04/2015	16	-0.455467	34.0	998.004	2402.0
05/04/2015	17	-0.1832	32.0	998.004	1825.0
05/04/2015	18	-0.5916	32.0	999.003	1133.0
05/04/2015	19	-1	32.0	999.003	430.0
05/04/2015	20	-1.0	34.0	1000	20.0
05/04/2015	21	-1.0	31.0	1001	0
05/04/2015	22	-2.0	36.0	1001	0
05/04/2015	23	-2.0	36.0	1001	0
06/04/2015	00	-3.0	36.0	1002	0
06/04/2015	01	-4.0	42.0	1002	0
06/04/2015	02	-5.0	58.0	1002	0
06/04/2015	03	-6.0	58.0	1003	0
06/04/2015	04	-5.0	54.0	1003	0
06/04/2015	05	-4.0	54.0	1004	0
06/04/2015	06	-4.0	54.0	1005	0
06/04/2015	07	-4.0	54.0	1005	30.0
06/04/2015	08	-3.0	63.0	1006	210.0
06/04/2015	09	-2.0	80.0	1006	580.0
06/04/2015	10	-0.5	69.0	1006	1011.0
06/04/2015	11	1.0	64.0	1006	1306.0
06/04/2015	12	2.0	64.0	1005	1437.0
06/04/2015	13	3.0	60.0	1004	1534.0
06/04/2015	14	3.0	56.0	1003	1183.0
06/04/2015	15	1.0	86.0	1003	800.0
06/04/2015	16	1.0	86.0	1002	700.0
06/04/2015	17	1.0	86.0	1002	410.0
06/04/2015	18	1	100.0	1002	260.0
06/04/2015	19	0.6	100.0	1003	100.0
06/04/2015	20	0.2	93.0	1003	10.0
06/04/2015	21	-0.2	100.0	1004	0
06/04/2015	22	-0.6	100.0	1005	0
06/04/2015	23	-1	93.0	1005	0
07/04/2015	00	-1.0	100.0	1005	0
07/04/2015	01	-2.0	100.0	1006	0
07/04/2015	02	-3.0	100.0	1006	0
07/04/2015	03	-3.0	93.0	1007	0
07/04/2015	04	-3.0	93.0	1007	0
07/04/2015	05	-3.0	93.0	1007	0
07/04/2015	06	-3.0	100.0	1008	0
07/04/2015	07	-3.0	80.0	1009	40.0
07/04/2015	08	-2.0	69.0	1009	350.0
07/04/2015	09	0	55.0	1009	860.0
07/04/2015	10	2.0	48.0	1009	1889.0
07/04/2015	11	2.0	41.0	1009	2457.0
07/04/2015	12	3.0	30.0	1008.5	2905.0
07/04/2015	13	4.0	26.0	1008.5	2999.0
07/04/2015	14	4.0	26.0	1008.5	2698.0
07/04/2015	15	5.0	22.0	1008.5	2136.0
07/04/2015	16	5.0	19.0	1008.5	1897.0
07/04/2015	17	5.0	24.0	1008.5	1769.0
07/04/2015	18	5.0	22.0	1009.5	1145.0
07/04/2015	19	4.0	24.0	1009.5	440.0
07/04/2015	20	4.0	24.0	1010.5	20.0
07/04/2015	21	3.0	32.0	1010.5	0
07/04/2015	22	2.0	41.0	1010.5	0
07/04/2015	23	0.333333	43.0	1010.5	0
08/04/2015	00	-1.33333	43.0	1010.5	0
08/04/2015	01	-3.0	59.0	1010.5	0
08/04/2015	02	-3.0	68.0	1010.5	0
08/04/2015	03	-2.0	54.0	1010.62	0
08/04/2015	04	-2.0	46.0	1011.74	0
08/04/2015	05	-3.0	54.0	1011.84	0
08/04/2015	06	-3.0	59.0	1012.94	0
08/04/2015	07	-3.0	59.0	1013.03	30.0
08/04/2015	08	-2.0	54.0	1014.11	310.0
08/04/2015	09	-1.0	51.0	1013.18	740.0
08/04/2015	10	2.0	41.0	1013.25	1262.0
08/04/2015	11	3.0	35.0	1012.31	1530.0
08/04/2015	12	5.0	28.0	1011.37	2038.0
08/04/2015	13	4.0	30.0	1011.42	1522.0
08/04/2015	14	6.0	29.0	1010.47	1587.0
08/04/2015	15	5.0	26.0	1009.52	1706.0
08/04/2015	16	5.0	28.0	1009.56	600.0
08/04/2015	17	5.0	39.0	1008.59	460.0
08/04/2015	18	4.0	41.0	1008.63	150.0
08/04/2015	19	3.0	56.0	1008.66	40.0
08/04/2015	20	1.0	86.0	1009.19	20
08/04/2015	21	1	93.0	1009.71	0
08/04/2015	22	1.0	93.0	1009.74	0
08/04/2015	23	1.0	93.0	1009.26	0
09/04/2015	00	1.0	93.0	1009.78	0
09/04/2015	01	1.0	86.0	1009.8	0
09/04/2015	02	1.0	86.0	1009.8	0
09/04/2015	03	1.0	86.0	1009.9	0
09/04/2015	04	1.0	86.0	1009.99	0
09/04/2015	05	1.0	80.0	1010.08	0
09/04/2015	06	1.0	80.0	1011.15	0
09/04/2015	07	1	86.0	1011.22	70.0
09/04/2015	08	1.0	80.0	1010.29	560.0
09/04/2015	09	2.0	69.0	1010.35	1259.0
09/04/2015	10	3.0	70.0	1008.9	1936.0
09/04/2015	11	4.0	65.0	1009.45	2304.0
09/04/2015	12	5.0	65.0	1009	2456.0
09/04/2015	13	6.0	61.0	1008.04	2182.0
09/04/2015	14	6.0	65.0	1007.08	2465.0
09/04/2015	15	7.0	61.0	1006.61	860.0
09/04/2015	16	7.0	61.0	1005.14	820.0
09/04/2015	17	6.0	65.0	1004.17	540.0
09/04/2015	18	5.0	70.0	1003.7	140.0
09/04/2015	19	4.0	70.0	1003.73	70.0
09/04/2015	20	4.0	70.0	1003.75	35
09/04/2015	21	4.0	75.0	1003.27	0
09/04/2015	22	4.0	75.0	1001.79	0
09/04/2015	23	3.0	87.0	1000.81	0
10/04/2015	00	3.0	87.0	1000.32	0
10/04/2015	01	3.0	93.0	999.838	0
10/04/2015	02	3.0	87.0	999.838	0
10/04/2015	03	3.0	87.0	998.518	0
10/04/2015	04	3.0	93.0	996.225	0
10/04/2015	05	4.0	87.0	994.957	0
10/04/2015	06	4.0	87.0	993.71	0
10/04/2015	07	4.0	87.0	992.485	35
10/04/2015	08	4.0	87.0	992.278	70.0
10/04/2015	09	5.0	87.0	990.588	230.0
10/04/2015	10	6.0	81.0	989.414	310.0
10/04/2015	11	6.0	81.0	987.755	320.0
10/04/2015	12	6.0	87.0	986.609	310.0
10/04/2015	13	6.0	93.0	984.975	180.0
10/04/2015	14	7.0	93.0	982.352	490.0
10/04/2015	15	7.0	93.0	979.239	320.0
10/04/2015	16	8.0	87.0	978.136	170.0
10/04/2015	17	9.0	93.0	977.041	190.0
10/04/2015	18	11.0	76.0	975.955	320.0
10/04/2015	19	10.0	71.0	974.875	80.0
10/04/2015	20	9.0	71.0	974.802	10.0
10/04/2015	21	8.0	71.0	973.735	0
10/04/2015	22	8.0	66.0	972.674	0
10/04/2015	23	8.0	66.0	972.618	0
11/04/2015	00	7.0	61.0	973.567	0
11/04/2015	01	6.0	57.0	973.519	0
11/04/2015	02	6.0	57.0	973.519	0
11/04/2015	03	5.0	61.0	972.476	0
11/04/2015	04	5.0	61.0	971.436	0
11/04/2015	05	4.0	70.0	971.4	0
11/04/2015	06	3.0	75.0	971.367	0
11/04/2015	07	3.0	70.0	972.336	30.0
11/04/2015	08	3.0	75.0	974.308	280.0
11/04/2015	09	3.0	70.0	976.282	470.0
11/04/2015	10	4.0	70.0	978.259	900.0
11/04/2015	11	5.0	65.0	980.237	1144.0
11/04/2015	12	6.0	57.0	981.218	1956.0
11/04/2015	13	6.0	57.0	983.199	970.0
11/04/2015	14	7.0	53.0	984.183	2062.0
11/04/2015	15	7.0	49.0	986.168	2481.0
11/04/2015	16	8.0	46.0	987.154	2472.0
11/04/2015	17	8.0	43.0	988.141	1858.0
11/04/2015	18	8.0	46.0	989.129	1197.0
11/04/2015	19	7.0	46.0	990.118	500.0
11/04/2015	20	6.0	49.0	991.108	50.0
11/04/2015	21	5.0	48.0	992.099	0
11/04/2015	22	4.0	56.0	993.091	0
11/04/2015	23	5.0	61.0	993.084	0
12/04/2015	00	4.0	65.0	993.077	0
12/04/2015	01	3.0	70.0	993.07	0
12/04/2015	02	3.0	70.0	993.07	0
12/04/2015	03	3.0	70.0	992.981	0
12/04/2015	04	3.0	70.0	992.899	0
12/04/2015	05	3.0	65.0	993.824	0
12/04/2015	06	3.0	65.0	994.756	0
12/04/2015	07	3.0	65.0	995.693	90.0
12/04/2015	08	4.0	60.0	996.635	590.0
12/04/2015	09	6.0	57.0	996.582	1286.0
12/04/2015	10	7.0	57.0	997.534	1935.0
12/04/2015	11	9.0	50.0	997.489	2465.0
12/04/2015	12	11.0	47.0	997.448	2837.0
12/04/2015	13	13.0	47.0	998.411	3018.0
12/04/2015	14	15.0	42.0	998.377	2993.0
12/04/2015	15	15.0	45.0	998.345	2773.0
12/04/2015	16	15.0	42.0	997.317	2376.0
12/04/2015	17	17.0	37.0	997.29	1826.0
12/04/2015	18	16.0	36.0	998.266	1175.0
12/04/2015	19	15.0	39.0	998.244	490.0
12/04/2015	20	13.0	44.0	999.224	50.0
12/04/2015	21	11.0	50.0	999.205	0
12/04/2015	22	11.0	50.0	1000.19	0
12/04/2015	23	9.0	53.0	1000.17	0
13/04/2015	00	8.0	57.0	1000.16	0
13/04/2015	01	7.0	61.0	1000.14	0
13/04/2015	02	4.0	75.0	1000.14	0
13/04/2015	03	6.0	65.0	1001.13	0
13/04/2015	04	4.0	70.0	1001.12	0
13/04/2015	05	4.0	70.0	1001.11	0
13/04/2015	06	4.0	65.0	1002.1	0
13/04/2015	07	5.0	65.0	1002.09	90.0
13/04/2015	08	8.0	61.0	1002.08	600.0
13/04/2015	09	10.0	50.0	1002.08	1298.0
13/04/2015	10	14.0	41.0	1001.57	1944.0
13/04/2015	11	17.0	37.0	1000.56	850.0
13/04/2015	12	19.0	35.0	999.559	360.0
13/04/2015	13	20.0	30.0	998.554	20.0
13/04/2015	14	22.0	31.0	997.549	185.96
13/04/2015	15	22.0	29.0	996.045	351.92
13/04/2015	16	22.0	29.0	995.041	517.88
13/04/2015	17	20.0	33.0	993.538	683.84
13/04/2015	18	21.0	33.0	993.535	849.8
13/04/2015	19	20.0	35.0	992.032	358.63
13/04/2015	20	19.0	40.0	989.029	23.69
13/04/2015	21	19.0	40.0	988.027	0
13/04/2015	22	19.0	40.0	987.025	0
13/04/2015	23	18.0	46.0	984.023	0
14/04/2015	00	15.0	88.0	984.021	0
14/04/2015	01	11.0	82.0	984.019	0
14/04/2015	02	10.0	76.0	984.019	0
14/04/2015	03	9.0	71.0	984.851	0
14/04/2015	04	8.0	71.0	986.697	0
14/04/2015	05	7.0	70.0	989.555	0
14/04/2015	06	6.0	81.0	991.426	0
14/04/2015	07	6.0	76.0	991.307	560.0
14/04/2015	08	7.0	76.0	992.198	70.0
14/04/2015	09	9.0	66.0	992.098	617.272
14/04/2015	10	10.0	62.0	991.007	1164.54
14/04/2015	11	11.0	58.0	992.923	1711.82
14/04/2015	12	12.0	58.0	992.846	2259.09
14/04/2015	13	15.0	45.0	992.276	2806.36
14/04/2015	14	16.0	27.0	992.211	2722.0
14/04/2015	15	16.0	27.0	992.152	2932.86
14/04/2015	16	16.0	24.0	992.098	2473.54
14/04/2015	17	16.0	25.0	992.048	1912.67
14/04/2015	18	16.0	24.0	992.502	1258.42
14/04/2015	19	15.0	25.0	992.96	559.75
14/04/2015	20	12.0	30.0	993.422	67.35
14/04/2015	21	12.0	30.0	994.387	0
14/04/2015	22	11.0	30.0	995.355	0
14/04/2015	23	9.0	34.0	996.325	0
15/04/2015	00	8.0	46.0	997.298	0
15/04/2015	01	7.0	57.0	998.273	0
15/04/2015	02	6.0	57.0	998.273	0
15/04/2015	03	6.0	57.0	1000.25	0
15/04/2015	04	5.0	52.0	1001.23	0
15/04/2015	05	3.0	60.0	1001.21	0
15/04/2015	06	3.0	60.0	1003.19	0
15/04/2015	07	4.0	70.0	1004.18	130.0
15/04/2015	08	6.0	61.0	1006.16	650.0
15/04/2015	09	8.0	37.0	1006.15	1378.0
15/04/2015	10	9.0	34.0	1007.14	2013.0
15/04/2015	11	10.0	24.0	1005.62	2558.0
15/04/2015	12	11.0	26.0	1005.11	2973.0
15/04/2015	13	12.0	21.0	1005.1	3152.0
15/04/2015	14	13.0	15.0	1005.1	3142.0
15/04/2015	15	13.0	17.0	1005.09	2920.0
15/04/2015	16	14.0	14.0	1005.08	2505.0
15/04/2015	17	13.0	11.0	1005.57	1947.0
15/04/2015	18	14.0	13.0	1005.57	1278.0
15/04/2015	19	12.0	21.0	1006.06	570.0
15/04/2015	20	10.0	24.0	1007.06	70.0
15/04/2015	21	9.0	22.0	1007.55	0
15/04/2015	22	8.0	25.0	1008.55	0
15/04/2015	23	7.0	27.0	1008.54	0
16/04/2015	00	6.0	26.0	1009.04	0
16/04/2015	01	3.0	41.0	1009.04	0
16/04/2015	02	3.0	41.0	1009.04	0
16/04/2015	03	1.0	47.0	1010.12	0
16/04/2015	04	1.5	51.0	1010.19	0
16/04/2015	05	2.0	41.0	1009.26	0
16/04/2015	06	2.0	41.0	1011.32	0
16/04/2015	07	2.0	60.0	1011.38	130.0
16/04/2015	08	5.0	52.0	1011.43	630.0
16/04/2015	09	7.0	25.0	1010.48	1348.0
16/04/2015	10	9.0	22.0	1009.52	1982.0
16/04/2015	11	9.0	20.0	1008.56	2477.0
16/04/2015	12	11.0	22.0	1007.1	2909.0
16/04/2015	13	12.0	21.0	1005.38	3115.0
16/04/2015	14	14.0	21.0	1003.66	3094.0
16/04/2015	15	15.0	27.0	1002.19	2754.0
16/04/2015	16	16.0	24.0	1000.22	2469.0
16/04/2015	17	16.0	24.0	999.24	1819.0
16/04/2015	18	16.0	24.0	998.261	910.0
16/04/2015	19	16.0	24.0	997.781	370.0
16/04/2015	20	15.0	25.0	997.799	80.0
16/04/2015	21	14.0	29.0	996.816	0
16/04/2015	22	13.0	31.0	996.331	0
16/04/2015	23	10.0	46.0	996.345	0
17/04/2015	00	11.0	43.0	995.858	0
17/04/2015	01	11.0	43.0	995.37	0
17/04/2015	02	14.0	44.0	995.37	0
17/04/2015	03	13.0	51.0	994.089	0
17/04/2015	04	13.0	54.0	992.832	0
17/04/2015	05	12.0	62.0	992.596	0
17/04/2015	06	11.0	67.0	991.38	0
17/04/2015	07	11.0	67.0	991.182	30.0
17/04/2015	08	12.0	58.0	991	610.0
17/04/2015	09	11.0	62.0	989.833	1032.0
17/04/2015	10	11.0	76.0	988.681	1682.0
17/04/2015	11	13.0	67.0	988.541	2368.0
17/04/2015	12	14.0	67.0	988.412	2596.0
17/04/2015	13	15.0	63.0	988.295	2283.0
17/04/2015	14	17.0	52.0	988.187	2958.0
17/04/2015	15	19.0	46.0	988.088	2769.0
17/04/2015	16	18.0	46.0	988.998	2318.0
17/04/2015	17	20.0	33.0	990.914	1646.0
17/04/2015	18	18.0	49.0	991.838	690.0
17/04/2015	19	17.0	52.0	993.768	360.0
17/04/2015	20	16.0	52.0	994.704	70.0
17/04/2015	21	15.0	42.0	995.646	0
17/04/2015	22	14.0	38.0	995.592	0
17/04/2015	23	12.0	35.0	996.543	0
18/04/2015	00	11.0	35.0	996.498	0
18/04/2015	01	8.0	43.0	996.456	0
18/04/2015	02	7.0	46.0	996.456	0
18/04/2015	03	7.0	49.0	996.418	0
18/04/2015	04	6.0	49.0	996.383	0
18/04/2015	05	5.0	52.0	996.351	0
18/04/2015	06	3.0	56.0	996.322	0
18/04/2015	07	5.0	61.0	997.295	170.0
18/04/2015	08	6.0	53.0	997.271	710.0
18/04/2015	09	7.0	49.0	996.248	1418.0
18/04/2015	10	8.0	43.0	996.227	1936.0
18/04/2015	11	9.0	40.0	996.208	2467.0
18/04/2015	12	7.0	53.0	996.191	730.0
18/04/2015	13	6.0	65.0	995.175	620.0
18/04/2015	14	7.0	66.0	995.161	1196.0
18/04/2015	15	7.0	66.0	995.147	1456.0
18/04/2015	16	8.0	61.0	996.135	940.0
18/04/2015	17	9.0	57.0	996.124	1120.0
18/04/2015	18	9.0	62.0	997.113	860.0
18/04/2015	19	9.0	57.0	998.104	140.0
18/04/2015	20	8.0	53.0	1000.1	60.0
18/04/2015	21	7.0	57.0	1001.09	0
18/04/2015	22	6.0	61.0	1001.08	0
18/04/2015	23	6.0	57.0	1001.07	0
19/04/2015	00	5.0	61.0	1001.07	0
19/04/2015	01	3.0	70.0	1002.06	0
19/04/2015	02	3.0	70.0	1002.06	0
19/04/2015	03	3.0	65.0	1002.14	0
19/04/2015	04	1.0	75.0	1003.21	0
19/04/2015	05	2.0	69.0	1003.28	0
19/04/2015	06	1.0	69.0	1004.34	0
19/04/2015	07	2.0	69.0	1004.39	170.0
19/04/2015	08	4.0	60.0	1005.44	770.0
19/04/2015	09	5.0	52.0	1005.49	1472.0
19/04/2015	10	6.0	45.0	1005.53	2109.0
19/04/2015	11	6.0	42.0	1006.57	2632.0
19/04/2015	12	8.0	37.0	1005.61	2981.0
19/04/2015	13	9.0	40.0	1005.64	3160.0
19/04/2015	14	9.0	37.0	1004.67	3139.0
19/04/2015	15	11.0	32.0	1004.7	2928.0
19/04/2015	16	11.0	30.0	1004.72	2505.0
19/04/2015	17	11.0	30.0	1004.74	1953.0
19/04/2015	18	12.0	26.0	1004.77	1244.0
19/04/2015	19	11.0	28.0	1004.79	480.0
19/04/2015	20	10.0	35.0	1004.8	80.0
19/04/2015	21	9.0	32.0	1004.82	0
19/04/2015	22	9.0	34.0	1004.83	0
19/04/2015	23	9.0	37.0	1004.85	0
20/04/2015	00	9.0	34.0	1004.86	0
20/04/2015	01	9.0	34.0	1004.87	0
20/04/2015	02	8.0	37.0	1004.87	0
20/04/2015	03	8.0	40.0	1004.88	0
20/04/2015	04	8.0	37.0	1004.89	0
20/04/2015	05	8.0	43.0	1004.9	0
20/04/2015	06	8.0	49.0	1004.91	0
20/04/2015	07	9.0	50.0	1004.92	30.0
20/04/2015	08	10.0	50.0	1003.92	350.0
20/04/2015	09	10.0	50.0	1002.93	420.0
20/04/2015	10	7.0	76.0	1001.94	280.0
20/04/2015	11	6.0	81.0	1000.94	180.0
20/04/2015	12	5.0	87.0	999.946	150.0
20/04/2015	13	5.0	87.0	998.95	250.0
20/04/2015	14	6.0	81.0	998.954	350.0
20/04/2015	15	7.0	81.0	996.958	330.0
20/04/2015	16	8.0	76.0	995.962	260.0
20/04/2015	17	9.0	76.0	994.965	170.0
20/04/2015	18	10.0	71.0	994.968	360.0
20/04/2015	19	10.0	71.0	993.97	150.0
20/04/2015	20	10.0	71.0	993.973	40.0
20/04/2015	21	10.0	71.0	993.975	0
20/04/2015	22	10.0	71.0	992.977	0
20/04/2015	23	10.0	71.0	992.979	0
21/04/2015	00	10.0	76.0	991.981	0
21/04/2015	01	10.0	76.0	990.982	0
